task_name,task_instance_id,path_to_task,correct_label,incorrect_label,order_appearing_in_survey,advice_source,advice,participant_id,response_1,response_2,survey_q1_perceived_advice_accuracy,survey_q2_helpfulness_of_advice,survey_q3_trust_in_advice,survey_q4_prefers_human_or_AI,survey_q5_AI_in_life,geographic_region,education,education_description,gender,age,programming_experience,socioeconomic_status,years_of_experience,job_title,perceived_accuracy
art,art-renaissance-5,art/renaissance/5.jpg,renaissance,baroque,10,ai,0.8608333333333333,1e36a8d73451b8ba9a2177adf2d2cb1a,0.46,0.78,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-romanticism-6,art/romanticism/6.jpg,romanticism,baroque,11,ai,0.23416666666666663,1e36a8d73451b8ba9a2177adf2d2cb1a,0.96,0.94,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-romanticism-7,art/romanticism/7.jpg,romanticism,baroque,12,ai,0.5908333333333333,1e36a8d73451b8ba9a2177adf2d2cb1a,0.8,0.8,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-modern-1,art/modern/1.jpg,modern,romanticism,13,ai,0.1262500000000002,1e36a8d73451b8ba9a2177adf2d2cb1a,0.34,0.34,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-romanticism-8,art/romanticism/8.jpg,romanticism,baroque,14,ai,0.7808333333333333,1e36a8d73451b8ba9a2177adf2d2cb1a,0.94,0.92,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-modern-2,art/modern/2.jpg,modern,romanticism,15,ai,0.5508333333333333,1e36a8d73451b8ba9a2177adf2d2cb1a,0.22,0.54,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-modern-4,art/modern/4.jpg,modern,romanticism,16,ai,0.8799999999999999,1e36a8d73451b8ba9a2177adf2d2cb1a,0.64,0.86,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-baroque-4,art/baroque/4.jpg,baroque,renaissance,17,ai,0.26750000000000007,1e36a8d73451b8ba9a2177adf2d2cb1a,-0.12,0.06,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-baroque-1,art/baroque/1.jpg,baroque,renaissance,18,ai,0.7295833333333333,1e36a8d73451b8ba9a2177adf2d2cb1a,-0.64,-0.06,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-romanticism-3,art/romanticism/3.jpg,romanticism,renaissance,19,ai,0.08958333333333335,1e36a8d73451b8ba9a2177adf2d2cb1a,1.0,0.88,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-modern-3,art/modern/3.jpg,modern,baroque,20,ai,0.6591666666666667,1e36a8d73451b8ba9a2177adf2d2cb1a,0.76,0.76,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-romanticism-2,art/romanticism/2.jpg,romanticism,renaissance,21,ai,0.15874999999999995,1e36a8d73451b8ba9a2177adf2d2cb1a,0.14,0.14,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-modern-7,art/modern/7.jpg,modern,romanticism,22,ai,0.6504166666666666,1e36a8d73451b8ba9a2177adf2d2cb1a,0.74,0.82,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-baroque-2,art/baroque/2.jpg,baroque,renaissance,23,ai,0.04541666666666666,1e36a8d73451b8ba9a2177adf2d2cb1a,0.02,0.12,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-renaissance-6,art/renaissance/6.jpg,renaissance,baroque,24,ai,0.24875000000000025,1e36a8d73451b8ba9a2177adf2d2cb1a,0.3,0.3,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-romanticism-5,art/romanticism/5.jpg,romanticism,modern,25,ai,0.025833333333333375,1e36a8d73451b8ba9a2177adf2d2cb1a,0.98,0.54,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-baroque-8,art/baroque/8.jpg,baroque,renaissance,26,ai,0.24416666666666664,1e36a8d73451b8ba9a2177adf2d2cb1a,0.72,0.72,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-baroque-3,art/baroque/3.jpg,baroque,romanticism,27,ai,-0.12458333333333327,1e36a8d73451b8ba9a2177adf2d2cb1a,-0.88,-0.8,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-renaissance-1,art/renaissance/1.jpg,renaissance,romanticism,28,ai,0.7641666666666667,1e36a8d73451b8ba9a2177adf2d2cb1a,0.96,0.88,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-renaissance-7,art/renaissance/7.jpg,renaissance,baroque,29,ai,0.6683333333333334,1e36a8d73451b8ba9a2177adf2d2cb1a,-0.72,-0.52,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-romanticism-4,art/romanticism/4.jpg,romanticism,renaissance,30,ai,-0.24875000000000003,1e36a8d73451b8ba9a2177adf2d2cb1a,0.3,-0.1,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-renaissance-4,art/renaissance/4.jpg,renaissance,baroque,31,ai,0.7416666666666667,1e36a8d73451b8ba9a2177adf2d2cb1a,-0.6,-0.1,81.0,0.8230000000000001,0.774,0.42200000000000015,0.302,United States,6,Undergraduate degree (BA/BSc/other),female,25,No,4,,,80
art,art-baroque-1,art/baroque/1.jpg,baroque,renaissance,0,ai,-0.07041666666666668,0e23e19136c6acabdef35106e6275f5a,0.96,0.86,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-romanticism-3,art/romanticism/3.jpg,romanticism,renaissance,1,ai,0.4895833333333335,0e23e19136c6acabdef35106e6275f5a,-0.94,-0.82,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-baroque-7,art/baroque/7.jpg,baroque,romanticism,2,ai,0.16874999999999996,0e23e19136c6acabdef35106e6275f5a,0.84,0.18,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-romanticism-6,art/romanticism/6.jpg,romanticism,baroque,3,ai,0.23416666666666663,0e23e19136c6acabdef35106e6275f5a,0.94,0.68,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-modern-6,art/modern/6.jpg,modern,romanticism,4,ai,0.7720833333333332,0e23e19136c6acabdef35106e6275f5a,-0.26,0.62,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-baroque-4,art/baroque/4.jpg,baroque,renaissance,5,ai,0.26750000000000007,0e23e19136c6acabdef35106e6275f5a,-0.78,-0.26,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-modern-8,art/modern/8.jpg,modern,baroque,6,ai,0.8570833333333332,0e23e19136c6acabdef35106e6275f5a,0.42,0.8,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-modern-1,art/modern/1.jpg,modern,romanticism,7,ai,0.5262500000000001,0e23e19136c6acabdef35106e6275f5a,-1.0,-0.6,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-modern-7,art/modern/7.jpg,modern,romanticism,8,ai,0.6504166666666666,0e23e19136c6acabdef35106e6275f5a,0.76,0.64,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-romanticism-8,art/romanticism/8.jpg,romanticism,baroque,9,ai,0.38083333333333336,0e23e19136c6acabdef35106e6275f5a,-0.54,0.28,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-baroque-5,art/baroque/5.jpg,baroque,renaissance,10,ai,-0.0737500000000001,0e23e19136c6acabdef35106e6275f5a,0.76,0.0,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-baroque-8,art/baroque/8.jpg,baroque,renaissance,11,ai,0.24416666666666664,0e23e19136c6acabdef35106e6275f5a,-0.72,-0.36,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-renaissance-3,art/renaissance/3.jpg,renaissance,baroque,12,ai,0.1941666666666666,0e23e19136c6acabdef35106e6275f5a,-0.44,0.22,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-modern-2,art/modern/2.jpg,modern,romanticism,13,ai,0.15083333333333337,0e23e19136c6acabdef35106e6275f5a,0.46,0.22,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-romanticism-1,art/romanticism/1.jpg,romanticism,modern,14,ai,0.2466666666666666,0e23e19136c6acabdef35106e6275f5a,-0.32,-0.3,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-renaissance-1,art/renaissance/1.jpg,renaissance,romanticism,15,ai,0.36416666666666675,0e23e19136c6acabdef35106e6275f5a,-0.7,-0.36,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-renaissance-5,art/renaissance/5.jpg,renaissance,baroque,16,ai,0.4608333333333332,0e23e19136c6acabdef35106e6275f5a,0.9,0.48,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-romanticism-7,art/romanticism/7.jpg,romanticism,baroque,17,ai,0.1908333333333334,0e23e19136c6acabdef35106e6275f5a,0.3,0.3,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-romanticism-2,art/romanticism/2.jpg,romanticism,renaissance,18,ai,0.5587499999999999,0e23e19136c6acabdef35106e6275f5a,0.86,0.68,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-modern-5,art/modern/5.jpg,modern,romanticism,19,ai,-0.3779166666666668,0e23e19136c6acabdef35106e6275f5a,0.7,0.24,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-modern-3,art/modern/3.jpg,modern,baroque,20,ai,0.6591666666666667,0e23e19136c6acabdef35106e6275f5a,0.8,0.72,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-renaissance-6,art/renaissance/6.jpg,renaissance,baroque,21,ai,0.6487500000000002,0e23e19136c6acabdef35106e6275f5a,0.58,0.7,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-baroque-3,art/baroque/3.jpg,baroque,romanticism,22,ai,-0.5245833333333333,0e23e19136c6acabdef35106e6275f5a,-0.34,-0.48,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-baroque-2,art/baroque/2.jpg,baroque,renaissance,23,ai,0.44541666666666657,0e23e19136c6acabdef35106e6275f5a,0.1,0.16,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-romanticism-5,art/romanticism/5.jpg,romanticism,modern,24,ai,0.4258333333333333,0e23e19136c6acabdef35106e6275f5a,0.3,0.54,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-romanticism-4,art/romanticism/4.jpg,romanticism,renaissance,25,ai,-0.64875,0e23e19136c6acabdef35106e6275f5a,-0.64,-0.64,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-renaissance-7,art/renaissance/7.jpg,renaissance,baroque,26,ai,-0.1316666666666667,0e23e19136c6acabdef35106e6275f5a,0.42,0.26,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-baroque-6,art/baroque/6.jpg,baroque,renaissance,27,ai,-0.41333333333333333,0e23e19136c6acabdef35106e6275f5a,-0.68,-0.7,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-modern-4,art/modern/4.jpg,modern,romanticism,28,ai,0.48,0e23e19136c6acabdef35106e6275f5a,-0.68,0.12,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-renaissance-4,art/renaissance/4.jpg,renaissance,baroque,29,ai,-0.05833333333333346,0e23e19136c6acabdef35106e6275f5a,-0.48,-0.34,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-renaissance-2,art/renaissance/2.jpg,renaissance,baroque,30,ai,0.43666666666666654,0e23e19136c6acabdef35106e6275f5a,0.92,0.8,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-renaissance-8,art/renaissance/8.jpg,renaissance,baroque,31,ai,0.5987499999999999,0e23e19136c6acabdef35106e6275f5a,-0.6,0.72,86.89999999999999,0.645,0.726,-0.706,0.693,United States,2,No formal qualifications,male,49,No,2,,,80
art,art-romanticism-4,art/romanticism/4.jpg,romanticism,renaissance,0,ai,-0.24875000000000003,7ce13fa8fd2e38e56be5cb686e372d80,-0.48,-0.46,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-renaissance-3,art/renaissance/3.jpg,renaissance,baroque,1,ai,-0.20583333333333342,7ce13fa8fd2e38e56be5cb686e372d80,-0.38,-0.38,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-baroque-4,art/baroque/4.jpg,baroque,renaissance,2,ai,-0.13249999999999995,7ce13fa8fd2e38e56be5cb686e372d80,0.48,0.14,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-baroque-1,art/baroque/1.jpg,baroque,renaissance,3,ai,0.32958333333333334,7ce13fa8fd2e38e56be5cb686e372d80,0.16,0.16,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-baroque-3,art/baroque/3.jpg,baroque,romanticism,4,ai,-0.12458333333333327,7ce13fa8fd2e38e56be5cb686e372d80,-0.8,-0.56,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-modern-4,art/modern/4.jpg,modern,romanticism,5,ai,0.48,7ce13fa8fd2e38e56be5cb686e372d80,0.48,0.48,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-modern-1,art/modern/1.jpg,modern,romanticism,6,ai,0.5262500000000001,7ce13fa8fd2e38e56be5cb686e372d80,0.9,0.88,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-romanticism-8,art/romanticism/8.jpg,romanticism,baroque,7,ai,0.38083333333333336,7ce13fa8fd2e38e56be5cb686e372d80,0.34,0.34,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-modern-6,art/modern/6.jpg,modern,romanticism,8,ai,1.0,7ce13fa8fd2e38e56be5cb686e372d80,0.86,0.9,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-renaissance-8,art/renaissance/8.jpg,renaissance,baroque,9,ai,0.5987499999999999,7ce13fa8fd2e38e56be5cb686e372d80,1.0,1.0,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-renaissance-1,art/renaissance/1.jpg,renaissance,romanticism,10,ai,0.36416666666666675,7ce13fa8fd2e38e56be5cb686e372d80,-0.16,0.14,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-romanticism-3,art/romanticism/3.jpg,romanticism,renaissance,11,ai,0.08958333333333335,7ce13fa8fd2e38e56be5cb686e372d80,-0.68,-0.42,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-romanticism-1,art/romanticism/1.jpg,romanticism,modern,12,ai,-0.15333333333333343,7ce13fa8fd2e38e56be5cb686e372d80,-0.9,-0.62,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-modern-3,art/modern/3.jpg,modern,baroque,13,ai,1.0,7ce13fa8fd2e38e56be5cb686e372d80,1.0,1.0,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-romanticism-2,art/romanticism/2.jpg,romanticism,renaissance,14,ai,0.5587499999999999,7ce13fa8fd2e38e56be5cb686e372d80,0.64,0.64,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-renaissance-4,art/renaissance/4.jpg,renaissance,baroque,15,ai,0.34166666666666656,7ce13fa8fd2e38e56be5cb686e372d80,0.84,0.8,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-romanticism-7,art/romanticism/7.jpg,romanticism,baroque,16,ai,-0.2091666666666666,7ce13fa8fd2e38e56be5cb686e372d80,-0.12,-0.12,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-renaissance-6,art/renaissance/6.jpg,renaissance,baroque,17,ai,0.6487500000000002,7ce13fa8fd2e38e56be5cb686e372d80,1.0,1.0,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-modern-5,art/modern/5.jpg,modern,romanticism,18,ai,0.022083333333333233,7ce13fa8fd2e38e56be5cb686e372d80,-0.68,-0.42,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-renaissance-5,art/renaissance/5.jpg,renaissance,baroque,19,ai,0.4608333333333332,7ce13fa8fd2e38e56be5cb686e372d80,1.0,1.0,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-modern-7,art/modern/7.jpg,modern,romanticism,20,ai,1.0,7ce13fa8fd2e38e56be5cb686e372d80,0.86,0.92,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-modern-8,art/modern/8.jpg,modern,baroque,21,ai,1.0,7ce13fa8fd2e38e56be5cb686e372d80,1.0,1.0,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-romanticism-5,art/romanticism/5.jpg,romanticism,modern,22,ai,0.025833333333333375,7ce13fa8fd2e38e56be5cb686e372d80,0.42,0.3,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-renaissance-7,art/renaissance/7.jpg,renaissance,baroque,23,ai,0.2683333333333333,7ce13fa8fd2e38e56be5cb686e372d80,0.88,0.62,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-romanticism-6,art/romanticism/6.jpg,romanticism,baroque,24,ai,-0.1658333333333334,7ce13fa8fd2e38e56be5cb686e372d80,0.72,0.4,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-baroque-6,art/baroque/6.jpg,baroque,renaissance,25,ai,-0.013333333333333308,7ce13fa8fd2e38e56be5cb686e372d80,-0.96,-0.96,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-baroque-2,art/baroque/2.jpg,baroque,renaissance,26,ai,0.04541666666666666,7ce13fa8fd2e38e56be5cb686e372d80,0.78,0.56,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-baroque-8,art/baroque/8.jpg,baroque,renaissance,27,ai,-0.15583333333333338,7ce13fa8fd2e38e56be5cb686e372d80,0.56,0.46,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-renaissance-2,art/renaissance/2.jpg,renaissance,baroque,28,ai,0.036666666666666625,7ce13fa8fd2e38e56be5cb686e372d80,0.68,0.42,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-modern-2,art/modern/2.jpg,modern,romanticism,29,ai,-0.24916666666666665,7ce13fa8fd2e38e56be5cb686e372d80,0.02,-0.1,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-baroque-5,art/baroque/5.jpg,baroque,renaissance,30,ai,0.32624999999999993,7ce13fa8fd2e38e56be5cb686e372d80,0.78,0.66,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-baroque-7,art/baroque/7.jpg,baroque,romanticism,31,ai,-0.23125000000000007,7ce13fa8fd2e38e56be5cb686e372d80,0.86,0.86,66.5,0.787,0.806,-0.20199999999999996,0.23900000000000002,United States,5,Technical/community college,male,21,Yes,5,,,80
art,art-romanticism-3,art/romanticism/3.jpg,romanticism,renaissance,0,human,0.08958333333333335,be97c0260141bf4c014e0d0405efb300,-0.06,0.1,78.7,0.053000000000000005,0.693,0.6799999999999999,0.564,United States,6,Undergraduate degree (BA/BSc/other),male,24,Yes,4,,,80
art,art-renaissance-8,art/renaissance/8.jpg,renaissance,baroque,1,human,0.19874999999999998,be97c0260141bf4c014e0d0405efb300,0.24,0.24,78.7,0.053000000000000005,0.693,0.6799999999999999,0.564,United States,6,Undergraduate degree (BA/BSc/other),male,24,Yes,4,,,80
art,art-renaissance-4,art/renaissance/4.jpg,renaissance,baroque,2,human,0.34166666666666656,be97c0260141bf4c014e0d0405efb300,0.44,0.34,78.7,0.053000000000000005,0.693,0.6799999999999999,0.564,United States,6,Undergraduate degree (BA/BSc/other),male,24,Yes,4,,,80
art,art-baroque-3,art/baroque/3.jpg,baroque,romanticism,3,human,-0.12458333333333327,be97c0260141bf4c014e0d0405efb300,-0.14,-0.14,78.7,0.053000000000000005,0.693,0.6799999999999999,0.564,United States,6,Undergraduate degree (BA/BSc/other),male,24,Yes,4,,,80
